Hugo_Symbol	Amp	Del	total	AlteredSamples
FOXF2	159	0	159	159
FOXQ1	159	0	159	159
GCM2	159	0	159	159
GCNT2	159	0	159	159
GCNT6	159	0	159	159
GFOD1	159	0	159	159
GMDS	159	0	159	159
HIVEP1	159	0	159	159
HULC	159	0	159	159
HUS1B	159	0	159	159
IRF4	159	0	159	159
LINC00518	159	0	159	159
LY86	159	0	159	159
LYRM4	159	0	159	159
MAK	159	0	159	159
MCUR1	159	0	159	159
MIR3691	159	0	159	159
MIR4645	159	0	159	159
MIR5683	159	0	159	159
MIR5689	159	0	159	159
MYLK4	159	0	159	159
NEDD9	159	0	159	159
NOL7	159	0	159	159
NQO2	159	0	159	159
NRN1	159	0	159	159
OFCC1	159	0	159	159
PAK1IP1	159	0	159	159
PHACTR1	159	0	159	159
PPP1R3G	159	0	159	159
PRPF4B	159	0	159	159
PSMG4	159	0	159	159
PXDC1	159	0	159	159
RANBP9	159	0	159	159
RIOK1	159	0	159	159
RIPK1	159	0	159	159
RMRPP2	159	0	159	159
RN7SKP204	159	0	159	159
RN7SKP293	159	0	159	159
RN7SL221P	159	0	159	159
RN7SL352P	159	0	159	159
RN7SL554P	159	0	159	159
RNA5SP201	159	0	159	159
RNA5SP202	159	0	159	159
RNA5SP203	159	0	159	159
RNF182	159	0	159	159
RNU6ATAC21P	159	0	159	159
RPP40	159	0	159	159
RREB1	159	0	159	159
SERPINB1	159	0	159	159
SERPINB6	159	0	159	159
SERPINB9	159	0	159	159
SIRT5	159	0	159	159
SLC22A23	159	0	159	159
SLC35B3	159	0	159	159
SMIM13	159	0	159	159
SNRNP48	159	0	159	159
SSR1	159	0	159	159
SYCP2L	159	0	159	159
TBC1D7	159	0	159	159
TFAP2A	159	0	159	159
TMEM14B	159	0	159	159
TMEM14C	159	0	159	159
TMEM170B	159	0	159	159
TUBB2A	159	0	159	159
TUBB2B	159	0	159	159
TXNDC5	159	0	159	159
WRNIP1	159	0	159	159
VEGFA	158	0	158	158
CAPZA2	120	34	154	150
MET	120	34	154	150
RNA5SP239	120	34	154	150
ST7	120	34	154	150
C9orf53	0	150	150	150
CDKN2A	0	150	150	150
AZI1	145	0	145	145
C17orf89	145	0	145	145
ENTHD2	145	0	145	145
LINC00482	145	0	145	145
MIR4740	145	0	145	145
SLC38A10	145	0	145	145
TMEM105	145	0	145	145
ACTL8	0	142	142	142
AHDC1	0	142	142	142
AIM1L	0	142	142	142
AKR7A2	0	142	142	142
AKR7A3	0	142	142	142
AKR7L	0	142	142	142
ALDH4A1	0	142	142	142
ALPL	0	142	142	142
ARHGEF10L	0	142	142	142
ARID1A	0	142	142	142
ASAP3	0	142	142	142
ATP13A2	0	142	142	142
ATPIF1	0	142	142	142
AUNIP	0	142	142	142
BAI2	0	142	142	142
BSDC1	0	142	142	142
C1QA	0	142	142	142
C1QB	0	142	142	142
C1QC	0	142	142	142
C1orf172	0	142	142	142
C1orf213	0	142	142	142
C1orf234	0	142	142	142
C1orf63	0	142	142	142
CAMK2N1	0	142	142	142
CAPZB	0	142	142	142
CATSPER4	0	142	142	142
CCDC28B	0	142	142	142
CD164L2	0	142	142	142
CD52	0	142	142	142
CDA	0	142	142	142
CDC42	0	142	142	142
CELA3A	0	142	142	142
CELA3B	0	142	142	142
CEP85	0	142	142	142
CLIC4	0	142	142	142
CNKSR1	0	142	142	142
CNR2	0	142	142	142
COL16A1	0	142	142	142
CROCC	0	142	142	142
CROCCP2	0	142	142	142
CROCCP3	0	142	142	142
DCDC2B	0	142	142	142
DDOST	0	142	142	142
DHDDS	0	142	142	142
DNAJC8	0	142	142	142
E2F2	0	142	142	142
ECE1	0	142	142	142
EIF3I	0	142	142	142
EIF4G3	0	142	142	142
EMC1	0	142	142	142
EPB41	0	142	142	142
EPHA8	0	142	142	142
EPHB2	0	142	142	142
ESPNP	0	142	142	142
EXTL1	0	142	142	142
EYA3	0	142	142	142
FABP3	0	142	142	142
FAM110D	0	142	142	142
FAM167B	0	142	142	142
FAM229A	0	142	142	142
FAM43B	0	142	142	142
FAM46B	0	142	142	142
FAM76A	0	142	142	142
FCN3	0	142	142	142
FGR	0	142	142	142
FUCA1	0	142	142	142
GALE	0	142	142	142
GMEB1	0	142	142	142
GPATCH3	0	142	142	142
GPN2	0	142	142	142
GPR3	0	142	142	142
GRHL3	0	142	142	142
HCRTR1	0	142	142	142
HDAC1	0	142	142	142
HMGCL	0	142	142	142
HMGN2	0	142	142	142
HNRNPR	0	142	142	142
HP1BP3	0	142	142	142
HSPG2	0	142	142	142
HTR1D	0	142	142	142
HTR6	0	142	142	142
ID3	0	142	142	142
IFFO2	0	142	142	142
IFI6	0	142	142	142
IFNLR1	0	142	142	142
IGSF21	0	142	142	142
IL22RA1	0	142	142	142
IQCC	0	142	142	142
KDM1A	0	142	142	142
KHDRBS1	0	142	142	142
KIAA1522	0	142	142	142
KIF17	0	142	142	142
KLHDC7A	0	142	142	142
KPNA6	0	142	142	142
LACTBL1	0	142	142	142
LAPTM5	0	142	142	142
LCK	0	142	142	142
LDLRAD2	0	142	142	142
LDLRAP1	0	142	142	142
LIN28A	0	142	142	142
LINC00339	0	142	142	142
LUZP1	0	142	142	142
LYPLA2	0	142	142	142
MAN1C1	0	142	142	142
MAP3K6	0	142	142	142
MARCKSL1	0	142	142	142
MATN1	0	142	142	142
MDS2	0	142	142	142
MECR	0	142	142	142
MED18	0	142	142	142
MFAP2	0	142	142	142
MINOS1	0	142	142	142
MIR1256	0	142	142	142
MIR1290	0	142	142	142
MIR1976	0	142	142	142
MIR3115	0	142	142	142
MIR3675	0	142	142	142
MIR378F	0	142	142	142
MIR3917	0	142	142	142
MIR3972	0	142	142	142
MIR4253	0	142	142	142
MIR4254	0	142	142	142
MIR4418	0	142	142	142
MIR4419A	0	142	142	142
MIR4420	0	142	142	142
MIR4425	0	142	142	142
MIR4684	0	142	142	142
MIR4695	0	142	142	142
MIR5585	0	142	142	142
MRTO4	0	142	142	142
MST1L	0	142	142	142
MTFR1L	0	142	142	142
MTMR9LP	0	142	142	142
MUL1	0	142	142	142
MYOM3	0	142	142	142
NBL1	0	142	142	142
NBPF1	0	142	142	142
NBPF3	0	142	142	142
NCMAP	0	142	142	142
NIPAL3	0	142	142	142
NKAIN1	0	142	142	142
NR0B2	0	142	142	142
NUDC	0	142	142	142
OPRD1	0	142	142	142
OTUD3	0	142	142	142
PADI1	0	142	142	142
PADI2	0	142	142	142
PADI3	0	142	142	142
PADI4	0	142	142	142
PADI6	0	142	142	142
PAFAH2	0	142	142	142
PAQR7	0	142	142	142
PAX7	0	142	142	142
PDIK1L	0	142	142	142
PEF1	0	142	142	142
PHACTR4	0	142	142	142
PIGV	0	142	142	142
PINK1	0	142	142	142
PITHD1	0	142	142	142
PLA2G2A	0	142	142	142
PLA2G2C	0	142	142	142
PLA2G2D	0	142	142	142
PLA2G2E	0	142	142	142
PLA2G2F	0	142	142	142
PLA2G5	0	142	142	142
PNRC2	0	142	142	142
PPP1R8	0	142	142	142
PQLC2	0	142	142	142
PTAFR	0	142	142	142
PTP4A2	0	142	142	142
PTPRU	0	142	142	142
PUM1	0	142	142	142
RAB42	0	142	142	142
RAP1GAP	0	142	142	142
RBBP4	0	142	142	142
RCAN3	0	142	142	142
RCC1	0	142	142	142
RCC2	0	142	142	142
RHCE	0	142	142	142
RHD	0	142	142	142
RN7SKP91	0	142	142	142
RN7SL122P	0	142	142	142
RN7SL165P	0	142	142	142
RN7SL186P	0	142	142	142
RN7SL24P	0	142	142	142
RN7SL277P	0	142	142	142
RN7SL304P	0	142	142	142
RN7SL386P	0	142	142	142
RN7SL421P	0	142	142	142
RN7SL490P	0	142	142	142
RN7SL501P	0	142	142	142
RN7SL532P	0	142	142	142
RN7SL559P	0	142	142	142
RN7SL679P	0	142	142	142
RN7SL768P	0	142	142	142
RN7SL857P	0	142	142	142
RN7SL85P	0	142	142	142
RNF186	0	142	142	142
RNU11	0	142	142	142
RNU6ATAC27P	0	142	142	142
RPA2	0	142	142	142
RPL11	0	142	142	142
RPS6KA1	0	142	142	142
RUNX3	0	142	142	142
SCARNA1	0	142	142	142
SDC3	0	142	142	142
SDHB	0	142	142	142
SEPN1	0	142	142	142
SERINC2	0	142	142	142
SESN2	0	142	142	142
SFN	0	142	142	142
SH2D5	0	142	142	142
SH3BGRL3	0	142	142	142
SLC30A2	0	142	142	142
SLC9A1	0	142	142	142
SMPDL3B	0	142	142	142
SNHG12	0	142	142	142
SNHG3	0	142	142	142
SNORA73B	0	142	142	142
SNORD103A	0	142	142	142
SNORD103B	0	142	142	142
SNORD85	0	142	142	142
SNORD99	0	142	142	142
SNRNP40	0	142	142	142
SPOCD1	0	142	142	142
SRRM1	0	142	142	142
SRSF10	0	142	142	142
SRSF4	0	142	142	142
STMN1	0	142	142	142
STPG1	0	142	142	142
STX12	0	142	142	142
SYF2	0	142	142	142
SYNC	0	142	142	142
SYTL1	0	142	142	142
TAF12	0	142	142	142
TAS1R2	0	142	142	142
TCEA3	0	142	142	142
TCEB3	0	142	142	142
THEMIS2	0	142	142	142
TINAGL1	0	142	142	142
TMCO4	0	142	142	142
TMEM200B	0	142	142	142
TMEM222	0	142	142	142
TMEM234	0	142	142	142
TMEM39B	0	142	142	142
TMEM50A	0	142	142	142
TMEM57	0	142	142	142
TRIM63	0	142	142	142
TRNAU1AP	0	142	142	142
TRNP1	0	142	142	142
TSSK3	0	142	142	142
TXLNA	0	142	142	142
UBR4	0	142	142	142
UBXN10	0	142	142	142
UBXN11	0	142	142	142
USP48	0	142	142	142
VWA5B1	0	142	142	142
WASF2	0	142	142	142
WDTC1	0	142	142	142
WNT4	0	142	142	142
XKR8	0	142	142	142
YARS	0	142	142	142
YTHDF2	0	142	142	142
ZBTB40	0	142	142	142
ZBTB8A	0	142	142	142
ZBTB8B	0	142	142	142
ZBTB8OS	0	142	142	142
ZCCHC17	0	142	142	142
ZDHHC18	0	142	142	142
ZNF436	0	142	142	142
ZNF593	0	142	142	142
ZNF683	0	142	142	142
C6orf120	0	136	136	136
PHF10	0	136	136	136
TCTE3	0	136	136	136
WDR27	0	136	136	136
ADAMTS2	135	0	135	135
RN7SL71P	135	0	135	135
BIVM	134	0	134	75
CCDC168	134	0	134	75
CLYBL	134	0	134	75
DOCK9	134	0	134	75
ERCC5	134	0	134	75
FARP1	134	0	134	75
FGF14	134	0	134	75
GGACT	134	0	134	75
GPR18	134	0	134	75
GPR183	134	0	134	75
IPO5	134	0	134	75
ITGBL1	134	0	134	75
KDELC1	134	0	134	75
LINC00283	134	0	134	75
LINC00411	134	0	134	75
LINC00449	134	0	134	75
LINC00554	134	0	134	75
LINC00555	134	0	134	75
METTL21C	134	0	134	75
METTL21EP	134	0	134	75
MIR2681	134	0	134	75
MIR3170	134	0	134	75
MIR4306	134	0	134	75
MIR4705	134	0	134	75
MIR623	134	0	134	75
NALCN	134	0	134	75
PCCA	134	0	134	75
RN7SKP8	134	0	134	75
RN7SKP9	134	0	134	75
RN7SL60P	134	0	134	75
RNF113B	134	0	134	75
RNY1P2	134	0	134	75
RNY3P6	134	0	134	75
RNY5P8	134	0	134	75
SLC10A2	134	0	134	75
SLC15A1	134	0	134	75
STK24	134	0	134	75
TEX30	134	0	134	75
TM9SF2	134	0	134	75
TMTC4	134	0	134	75
TPP2	134	0	134	75
UBAC2	134	0	134	75
ZIC2	134	0	134	75
ZIC5	134	0	134	75
ADAM6	0	133	133	133
ADAMTS17	54	79	133	132
ADSSL1	0	133	133	133
AHNAK2	0	133	133	133
AK7	0	133	133	133
AKT1	0	133	133	133
ALDH1A3	54	79	133	132
AMN	0	133	133	133
ANKRD9	0	133	133	133
APOPT1	0	133	133	133
ASB7	54	79	133	132
ASPG	0	133	133	133
ATG2B	0	133	133	133
BAG5	0	133	133	133
BCL11B	0	133	133	133
BDKRB1	0	133	133	133
BDKRB2	0	133	133	133
BEGAIN	0	133	133	133
BRF1	0	133	133	133
BTBD6	0	133	133	133
C14orf132	0	133	133	133
C14orf144	0	133	133	133
C14orf177	0	133	133	133
C14orf180	0	133	133	133
C14orf2	0	133	133	133
C14orf64	0	133	133	133
C14orf79	0	133	133	133
C14orf80	0	133	133	133
CCDC85C	0	133	133	133
CCNK	0	133	133	133
CDC42BPB	0	133	133	133
CDCA4	0	133	133	133
CEP170B	0	133	133	133
CERS3	54	79	133	132
CHSY1	54	79	133	132
CINP	0	133	133	133
CKB	0	133	133	133
CLMN	0	133	133	133
CRIP2	0	133	133	133
CYP46A1	0	133	133	133
DDX11L9	54	79	133	132
DEGS2	0	133	133	133
DICER1	0	133	133	133
DIO3	0	133	133	133
DIO3OS	0	133	133	133
DKFZP434O1614	0	133	133	133
DKFZP779J2370	54	79	133	132
DLK1	0	133	133	133
DNM1P46	54	79	133	132
DNM1P47	54	79	133	132
DYNC1H1	0	133	133	133
EIF5	0	133	133	133
EML1	0	133	133	133
EVL	0	133	133	133
EXOC3L4	0	133	133	133
FAM138E	54	79	133	132
GLRX5	0	133	133	133
GPR132	0	133	133	133
GSC	0	133	133	133
GSKIP	0	133	133	133
HHIPL1	0	133	133	133
HSP90AA1	0	133	133	133
IGHA1	0	133	133	133
IGHA2	0	133	133	133
IGHD	0	133	133	133
IGHE	0	133	133	133
IGHG1	0	133	133	133
IGHG2	0	133	133	133
IGHG3	0	133	133	133
IGHG4	0	133	133	133
IGHJ1	0	133	133	133
IGHJ2	0	133	133	133
IGHJ3	0	133	133	133
IGHJ4	0	133	133	133
IGHJ5	0	133	133	133
IGHJ6	0	133	133	133
IGHM	0	133	133	133
INF2	0	133	133	133
JAG2	0	133	133	133
KIAA0125	0	133	133	133
KIF26A	0	133	133	133
KLC1	0	133	133	133
LINC00221	0	133	133	133
LINC00226	0	133	133	133
LINC00341	0	133	133	133
LINC00523	0	133	133	133
LINC00524	0	133	133	133
LINC00605	0	133	133	133
LINC00617	0	133	133	133
LINC00618	0	133	133	133
LINC00637	0	133	133	133
LINC00638	0	133	133	133
LINC00677	0	133	133	133
LINS	54	79	133	132
LRRK1	54	79	133	132
LYSMD4	54	79	133	132
MARK3	0	133	133	133
MEF2A	54	79	133	132
MEG3	0	133	133	133
MEG8	0	133	133	133
MEG9	0	133	133	133
MIR1193	0	133	133	133
MIR1197	0	133	133	133
MIR127	0	133	133	133
MIR134	0	133	133	133
MIR136	0	133	133	133
MIR151B	0	133	133	133
MIR154	0	133	133	133
MIR203	0	133	133	133
MIR2392	0	133	133	133
MIR299	0	133	133	133
MIR300	0	133	133	133
MIR3173	0	133	133	133
MIR323A	0	133	133	133
MIR323B	0	133	133	133
MIR337	0	133	133	133
MIR342	0	133	133	133
MIR345	0	133	133	133
MIR369	0	133	133	133
MIR370	0	133	133	133
MIR376A1	0	133	133	133
MIR376C	0	133	133	133
MIR377	0	133	133	133
MIR379	0	133	133	133
MIR380	0	133	133	133
MIR381	0	133	133	133
MIR381HG	0	133	133	133
MIR382	0	133	133	133
MIR409	0	133	133	133
MIR410	0	133	133	133
MIR411	0	133	133	133
MIR412	0	133	133	133
MIR4309	0	133	133	133
MIR431	0	133	133	133
MIR432	0	133	133	133
MIR433	0	133	133	133
MIR4710	0	133	133	133
MIR485	0	133	133	133
MIR487A	0	133	133	133
MIR487B	0	133	133	133
MIR493	0	133	133	133
MIR494	0	133	133	133
MIR495	0	133	133	133
MIR496	0	133	133	133
MIR539	0	133	133	133
MIR541	0	133	133	133
MIR543	0	133	133	133
MIR544A	0	133	133	133
MIR654	0	133	133	133
MIR655	0	133	133	133
MIR656	0	133	133	133
MIR665	0	133	133	133
MIR758	0	133	133	133
MIR770	0	133	133	133
MIR889	0	133	133	133
MOK	0	133	133	133
MTA1	0	133	133	133
NUDT14	0	133	133	133
OR4F13P	54	79	133	132
OR4F15	54	79	133	132
OR4F4	54	79	133	132
OR4F6	54	79	133	132
PACS2	0	133	133	133
PAPOLA	0	133	133	133
PCSK6	54	79	133	132
PLD4	0	133	133	133
PPP1R13B	0	133	133	133
PPP2R5C	0	133	133	133
RCOR1	0	133	133	133
RD3L	0	133	133	133
RN7SKP108	0	133	133	133
RN7SKP92	0	133	133	133
RN7SL209P	54	79	133	132
RN7SL472P	0	133	133	133
RN7SL484P	54	79	133	132
RN7SL523P	0	133	133	133
RN7SL546P	0	133	133	133
RN7SL634P	0	133	133	133
RN7SL710P	0	133	133	133
RN7SL714P	0	133	133	133
RNA5SP389	0	133	133	133
RNA5SP402	54	79	133	132
RTL1	0	133	133	133
SCARNA13	0	133	133	133
SETD3	0	133	133	133
SIVA1	0	133	133	133
SLC25A29	0	133	133	133
SLC25A47	0	133	133	133
SNHG10	0	133	133	133
SNORA28	0	133	133	133
SNRPA1	54	79	133	132
SPATA41	54	79	133	132
SYNE3	0	133	133	133
TARSL2	54	79	133	132
TCL1A	0	133	133	133
TCL1B	0	133	133	133
TCL6	0	133	133	133
TDRD9	0	133	133	133
TECPR2	0	133	133	133
TEX22	0	133	133	133
TM2D3	54	79	133	132
TMEM121	0	133	133	133
TMEM179	0	133	133	133
TNFAIP2	0	133	133	133
TRAF3	0	133	133	133
TRMT61A	0	133	133	133
VIMP	54	79	133	132
VRK1	0	133	133	133
WARS	0	133	133	133
WASH3P	54	79	133	132
WDR20	0	133	133	133
WDR25	0	133	133	133
XRCC3	0	133	133	133
YY1	0	133	133	133
ZBTB42	0	133	133	133
ZFYVE21	0	133	133	133
ZNF839	0	133	133	133
GPHN	0	131	131	131
ABHD16B	128	0	128	128
ADRM1	128	0	128	128
ARFGAP1	128	0	128	128
ARFRP1	128	0	128	128
BHLHE23	128	0	128	128
BIRC7	128	0	128	128
C20ORF135	128	0	128	128
C20orf166	128	0	128	128
C20orf195	128	0	128	128
C20orf201	128	0	128	128
CABLES2	128	0	128	128
CDH4	128	0	128	128
CHRNA4	128	0	128	128
COL20A1	128	0	128	128
COL9A3	128	0	128	128
DIDO1	128	0	128	128
DNAJC5	128	0	128	128
EEF1A2	128	0	128	128
GATA5	128	0	128	128
GID8	128	0	128	128
GMEB2	128	0	128	128
HAR1A	128	0	128	128
HAR1B	128	0	128	128
HELZ2	128	0	128	128
HRH3	128	0	128	128
KCNQ2	128	0	128	128
LAMA5	128	0	128	128
LIME1	128	0	128	128
LINC00029	128	0	128	128
LINC00176	128	0	128	128
LINC00659	128	0	128	128
LINC00686	128	0	128	128
LSM14B	128	0	128	128
MIR1257	128	0	128	128
MIR133A2	128	0	128	128
MIR1914	128	0	128	128
MIR3196	128	0	128	128
MIR4326	128	0	128	128
MIR4758	128	0	128	128
MIR647	128	0	128	128
MRGBP	128	0	128	128
MTG2	128	0	128	128
MYT1	128	0	128	128
NKAIN4	128	0	128	128
NPBWR2	128	0	128	128
NTSR1	128	0	128	128
OGFR	128	0	128	128
OPRL1	128	0	128	128
OSBPL2	128	0	128	128
PCMTD2	128	0	128	128
PPDPF	128	0	128	128
PRPF6	128	0	128	128
PSMA7	128	0	128	128
PTK6	128	0	128	128
RBBP8NL	128	0	128	128
RGS19	128	0	128	128
RPS21	128	0	128	128
RTEL1	128	0	128	128
SAMD10	128	0	128	128
SLC17A9	128	0	128	128
SLC2A4RG	128	0	128	128
SLCO4A1	128	0	128	128
SOX18	128	0	128	128
SRMS	128	0	128	128
SS18L1	128	0	128	128
STMN3	128	0	128	128
TAF4	128	0	128	128
TCEA2	128	0	128	128
TCFL5	128	0	128	128
TNFRSF6B	128	0	128	128
TPD52L2	128	0	128	128
UCKL1	128	0	128	128
YTHDF1	128	0	128	128
ZBTB46	128	0	128	128
ZGPAT	128	0	128	128
ZNF512B	128	0	128	128
RN7SL636P	124	0	124	124
AAED1	0	119	119	119
ABCA1	0	119	119	119
ABCA2	0	119	119	119
ABL1	0	119	119	119
ABO	0	119	119	119
ACTL7A	0	119	119	119
ACTL7B	0	119	119	119
ADAMTS13	0	119	119	119
ADAMTSL2	0	119	119	119
AGPAT2	0	119	119	119
AIF1L	0	119	119	119
AK1	0	119	119	119
AK8	0	119	119	119
AKAP2	0	119	119	119
AKNA	0	119	119	119
ALAD	0	119	119	119
ALDOB	0	119	119	119
ALG2	0	119	119	119
AMBP	0	119	119	119
ANAPC2	0	119	119	119
ANGPTL2	0	119	119	119
ANKRD19P	0	119	119	119
ANKS6	0	119	119	119
ANP32B	0	119	119	119
ARPC5L	0	119	119	119
ARRDC1	0	119	119	119
ASB6	0	119	119	119
ASPN	0	119	119	119
ASS1	0	119	119	119
ASTN2	0	119	119	119
ATP6V1G1	0	119	119	119
AUH	0	119	119	119
BAAT	0	119	119	119
BARHL1	0	119	119	119
BARX1	0	119	119	119
BICD2	0	119	119	119
BRD3	0	119	119	119
BSPRY	0	119	119	119
C5	0	119	119	119
C8G	0	119	119	119
C9orf106	0	119	119	119
C9orf114	0	119	119	119
C9orf116	0	119	119	119
C9orf117	0	119	119	119
C9orf129	0	119	119	119
C9orf139	0	119	119	119
C9orf141	0	119	119	119
C9orf142	0	119	119	119
C9orf147	0	119	119	119
C9orf152	0	119	119	119
C9orf156	0	119	119	119
C9orf16	0	119	119	119
C9orf163	0	119	119	119
C9orf169	0	119	119	119
C9orf171	0	119	119	119
C9orf172	0	119	119	119
C9orf173	0	119	119	119
C9orf3	0	119	119	119
C9orf37	0	119	119	119
C9orf43	0	119	119	119
C9orf50	0	119	119	119
C9orf62	0	119	119	119
C9orf69	0	119	119	119
C9orf78	0	119	119	119
C9orf84	0	119	119	119
C9orf89	0	119	119	119
C9orf9	0	119	119	119
C9orf91	0	119	119	119
C9orf96	0	119	119	119
CACFD1	0	119	119	119
CACNA1B	0	119	119	119
CAMSAP1	0	119	119	119
CARD9	0	119	119	119
CCBL1	0	119	119	119
CCDC180	0	119	119	119
CDC14B	0	119	119	119
CDC26	0	119	119	119
CDK5RAP2	0	119	119	119
CDK9	0	119	119	119
CEL	0	119	119	119
CELP	0	119	119	119
CENPP	0	119	119	119
CERCAM	0	119	119	119
CIZ1	0	119	119	119
CLIC3	0	119	119	119
CNTRL	0	119	119	119
COL15A1	0	119	119	119
COL27A1	0	119	119	119
COL5A1	0	119	119	119
COQ4	0	119	119	119
CORO2A	0	119	119	119
CRAT	0	119	119	119
CRB2	0	119	119	119
CTNNAL1	0	119	119	119
CTSV	0	119	119	119
CYLC2	0	119	119	119
DAB2IP	0	119	119	119
DBC1	0	119	119	119
DBH	0	119	119	119
DDX31	0	119	119	119
DEC1	0	119	119	119
DENND1A	0	119	119	119
DFNB31	0	119	119	119
DKFZP434A062	0	119	119	119
DKFZP434H0512	0	119	119	119
DNAJC25	0	119	119	119
DNLZ	0	119	119	119
DNM1	0	119	119	119
DOLK	0	119	119	119
DOLPP1	0	119	119	119
DPH7	0	119	119	119
DPM2	0	119	119	119
DPP7	0	119	119	119
ECM2	0	119	119	119
EDF1	0	119	119	119
EGFL7	0	119	119	119
EHMT1	0	119	119	119
ENDOG	0	119	119	119
ENG	0	119	119	119
ENTPD2	0	119	119	119
ENTPD8	0	119	119	119
EPB41L4B	0	119	119	119
ERCC6L2	0	119	119	119
ERP44	0	119	119	119
EXD3	0	119	119	119
EXOSC2	0	119	119	119
FAM102A	0	119	119	119
FAM120A	0	119	119	119
FAM120AOS	0	119	119	119
FAM129B	0	119	119	119
FAM157B	0	119	119	119
FAM163B	0	119	119	119
FAM166A	0	119	119	119
FAM206A	0	119	119	119
FAM225A	0	119	119	119
FAM225B	0	119	119	119
FAM69B	0	119	119	119
FAM73B	0	119	119	119
FAM78A	0	119	119	119
FANCC	0	119	119	119
FBP1	0	119	119	119
FBP2	0	119	119	119
FBXW2	0	119	119	119
FBXW5	0	119	119	119
FCN1	0	119	119	119
FCN2	0	119	119	119
FGD3	0	119	119	119
FIBCD1	0	119	119	119
FKBP15	0	119	119	119
FKTN	0	119	119	119
FNBP1	0	119	119	119
FOXE1	0	119	119	119
FPGS	0	119	119	119
FRRS1L	0	119	119	119
FSD1L	0	119	119	119
FUBP3	0	119	119	119
FUT7	0	119	119	119
GABBR2	0	119	119	119
GALNT12	0	119	119	119
GAPVD1	0	119	119	119
GARNL3	0	119	119	119
GBGT1	0	119	119	119
GFI1B	0	119	119	119
GGTA1P	0	119	119	119
GLE1	0	119	119	119
GLT6D1	0	119	119	119
GNG10	0	119	119	119
GOLGA1	0	119	119	119
GOLGA2	0	119	119	119
GPR107	0	119	119	119
GPR144	0	119	119	119
GPR21	0	119	119	119
GPSM1	0	119	119	119
GRIN1	0	119	119	119
GRIN3A	0	119	119	119
GSN	0	119	119	119
GTF3C4	0	119	119	119
GTF3C5	0	119	119	119
HABP4	0	119	119	119
HDHD3	0	119	119	119
HEMGN	0	119	119	119
HIATL1	0	119	119	119
HIATL2	0	119	119	119
HMCN2	0	119	119	119
HMGA1P4	0	119	119	119
HSD17B3	0	119	119	119
HSDL2	0	119	119	119
HSPA5	0	119	119	119
IARS	0	119	119	119
IER5L	0	119	119	119
IKBKAP	0	119	119	119
INIP	0	119	119	119
INPP5E	0	119	119	119
INVS	0	119	119	119
IPPK	0	119	119	119
KCNT1	0	119	119	119
KIAA0368	0	119	119	119
KIAA1958	0	119	119	119
KIAA1984	0	119	119	119
KIF12	0	119	119	119
KLF4	0	119	119	119
LAMC3	0	119	119	119
LCN1	0	119	119	119
LCN10	0	119	119	119
LCN12	0	119	119	119
LCN15	0	119	119	119
LCN2	0	119	119	119
LCN8	0	119	119	119
LCN9	0	119	119	119
LCNL1	0	119	119	119
LHX2	0	119	119	119
LHX3	0	119	119	119
LHX6	0	119	119	119
LINC00092	0	119	119	119
LINC00094	0	119	119	119
LINC00474	0	119	119	119
LINC00475	0	119	119	119
LINC00476	0	119	119	119
LINC00484	0	119	119	119
LINC00587	0	119	119	119
LINC00963	0	119	119	119
LMX1B	0	119	119	119
LPAR1	0	119	119	119
LPPR1	0	119	119	119
LRRC26	0	119	119	119
LRRC37A5P	0	119	119	119
LRRC8A	0	119	119	119
LRSAM1	0	119	119	119
MAMDC4	0	119	119	119
MAN1B1	0	119	119	119
MAPKAP1	0	119	119	119
MED22	0	119	119	119
MED27	0	119	119	119
MEGF9	0	119	119	119
MIR126	0	119	119	119
MIR147A	0	119	119	119
MIR181A2	0	119	119	119
MIR181A2HG	0	119	119	119
MIR181B2	0	119	119	119
MIR199B	0	119	119	119
MIR2278	0	119	119	119
MIR23B	0	119	119	119
MIR27B	0	119	119	119
MIR3074	0	119	119	119
MIR3154	0	119	119	119
MIR32	0	119	119	119
MIR3621	0	119	119	119
MIR3689A	0	119	119	119
MIR3689B	0	119	119	119
MIR3689C	0	119	119	119
MIR3689D1	0	119	119	119
MIR3689D2	0	119	119	119
MIR3689E	0	119	119	119
MIR3689F	0	119	119	119
MIR3911	0	119	119	119
MIR3927	0	119	119	119
MIR3960	0	119	119	119
MIR4291	0	119	119	119
MIR4292	0	119	119	119
MIR4478	0	119	119	119
MIR4479	0	119	119	119
MIR455	0	119	119	119
MIR4668	0	119	119	119
MIR4669	0	119	119	119
MIR4670	0	119	119	119
MIR4672	0	119	119	119
MIR4673	0	119	119	119
MIR4674	0	119	119	119
MIR548AW	0	119	119	119
MIR600HG	0	119	119	119
MIR601	0	119	119	119
MIR602	0	119	119	119
MIRLET7A1	0	119	119	119
MIRLET7D	0	119	119	119
MIRLET7DHG	0	119	119	119
MIRLET7F1	0	119	119	119
MORN5	0	119	119	119
MRPL41	0	119	119	119
MRPL50	0	119	119	119
MRPS2	0	119	119	119
MRRF	0	119	119	119
MSANTD3	0	119	119	119
MURC	0	119	119	119
MUSK	0	119	119	119
MVB12B	0	119	119	119
NACC2	0	119	119	119
NAIF1	0	119	119	119
NANS	0	119	119	119
NCBP1	0	119	119	119
NCS1	0	119	119	119
NDOR1	0	119	119	119
NDUFA8	0	119	119	119
NEK6	0	119	119	119
NELFB	0	119	119	119
